Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
Mongolia,1400.36,1482.75,1569.98,1623.44,1679.97,1734.95,1854.15,1874.58,1925.67,1930.94,1824.11,1628.55,1450.63,1384.56,1395.58,1462.45,1473.24,1510.43,1540.97,1568.67,1568.53,1596.46,1652.46,1748.8,1913.89,2030.42,2178.76,2371.91,2548.4,2480.27,2598.33,3000.74,3319.83,3652.81,3886.14,3925.82,3921.35,4080.79,4326.54,4498.33,4250.17,4278.86,4445.98,4633.1,4872.69,5126.65,5384.31,5614.23,5848.62
Morocco,1246.22,1202.34,1287.18,1272.02,1320.34,1366.02,1457.67,1419.77,1553.49,1564.41,1585.91,1668.85,1604.71,1564.8,1700.58,1584.32,1757.37,1708.5,1810.48,1808.86,1822.06,1932.74,1969.98,2063.26,2137.27,2180.38,2314.93,2365.86,2474.24,2547,2611.55,2715.16,2763.52,2855.1,2897.82,2995.49,2994.32,3088.14,3147.87,3188.3,2958.34,3146.32,3147.16,3206.23,3280.64,3349.89,3432.64,3517.77,3605.02
Mozambique,232.8,237.96,215.92,177.56,162,159.67,153.01,176.33,193.42,205.67,205.54,212.42,197.17,211.66,211.09,204.35,221.37,241.08,259.46,284.18,282.11,310.06,332.11,347.89,367.77,384.01,412.28,434.56,455.74,472.88,490.78,512.81,534.76,556.46,581.66,604.51,611.39,617.8,622.26,619.51,596.29,594.56,603.2,617.36,644.01,659.32,671.76,684.2,696.87
Myanmar,204.01,212.85,220.5,225.72,232.25,234.28,227.4,214.22,186.65,190.44,192.53,188.2,203.65,212.88,224.8,236.28,247.54,257.71,268.99,294.38,330.45,363.52,402.71,453.49,509.63,572.81,641.36,711.29,778.63,854.03,929.08,970.82,1030.74,1106.6,1183.71,1253.89,1313.2,1384.42,1464.57,1493.67,1527.96,1242.84,1265.02,1292.99,1315.57,1340.26,1365.21,1389.61,1415.85
Namibia,3270.86,3253.23,3169.8,3018.58,2923.35,2854.69,2906.42,2924.68,2831.12,2730.01,2669.13,2808.67,2933.95,2813.07,2789.22,2826.45,2846.27,2896.82,2924.02,2953.01,2971.48,2925.88,3011.34,3096.46,3431.25,3474.36,3674.05,3821.84,3871.32,3830.29,4005.66,4150.71,4292.08,4447.14,4607.57,4719.62,4613.44,4512.24,4456.98,4323.84,3900.58,3964.85,4070.85,4077.77,4085.28,4133.63,4203.6,4269.67,4336.84
Nepal,312.54,331.06,335.66,318.06,340.58,352.84,359.99,357.09,375,381.35,388.84,402.79,407.5,411.23,432.95,437.16,451.05,464.51,469.44,481.34,502.47,517.76,510.15,522.28,539.21,552.09,565.52,579.18,608.25,628.58,649.81,661.69,682.63,700.34,731.94,746.58,741.78,793.75,838.09,888.07,859.41,888.57,930.05,960.88,1000.36,1048.24,1099.72,1154.38,1210.6
Netherlands,26344.86,25950.62,25512.88,25946.16,26631.65,27185.38,27788.3,28144.28,28923.24,30023.44,31063.71,31578.11,31887.2,32074.32,32792.78,33645.4,34668.14,35991.06,37442.08,39071.33,40428.82,41068.92,40906.64,40790.57,41473.07,42238.57,43643.3,45205.18,46020.12,44116.59,44483.91,44957.22,44289.5,44036,44471.45,45153.96,45956.33,47108.36,48145.83,48832.39,46754.02,48846,50867.3,50956.62,51370.8,52227.42,52917.89,53603.77,54298.53
New Zealand,22938.5,23891.19,23877.51,24396.19,25258.2,25467.52,26024.98,26184.63,26023.34,25940.09,25704.81,25118.93,25115.09,26394.75,27361.69,28214.13,28801.13,29065.88,29096.35,30524.74,31257.49,32041.35,33017.93,33981.3,34927.72,35730.37,36372.41,37107.88,36373.62,35916.76,36045.26,36572.63,37135.7,37756.98,38552.39,39218.36,39877.21,40381.44,41204.66,41449.9,40412.81,42265.6,42661.45,42596.78,43318.7,44094.75,44917.7,45719.8,46445.51
Nicaragua,2146.61,2187.13,2112.84,2161.06,2079.17,1952.98,1892.67,1837.27,1570.17,1503.78,1440.49,1364.62,1312.57,1260.27,1261.96,1302.4,1353.99,1378.49,1402.02,1472.71,1505.28,1522.92,1508.98,1522.68,1579.72,1624.3,1669.2,1731.39,1768.73,1690.22,1744.82,1834.8,1933.05,2006.97,2081.41,2159.27,2235.51,2316.38,2203.49,2097.91,2041.54,2231.91,2294.33,2319.34,2351.26,2388.32,2419.12,2450.32,2481.92
Niger,637.91,626.86,622.09,578.54,469.76,493.91,512.64,500.55,521.9,512.88,492.08,477.34,472.82,460.61,454.19,449.7,436.58,429.06,456.13,440.71,421.46,435.92,440.48,435.11,420.64,433.89,441.95,438.48,454.83,446.09,465.88,459.46,488.93,496.57,509.64,511.81,520.27,526.15,542.69,553.58,552.7,540.28,557.35,607.18,626.35,640.12,666.23,691.29,714.62
Nigeria,2145.33,1806.85,1633.34,1424.7,1381.6,1425.36,1389.51,1396.57,1460.86,1451.9,1583.47,1551.33,1584.43,1514.27,1449.76,1411.98,1433.31,1436.8,1434.79,1404.52,1435.27,1478.82,1658.37,1730.38,1837.35,1901.1,1960.36,2032.2,2110.84,2219.22,2333.11,2392.23,2428.45,2523.84,2615.38,2618.79,2514.68,2473.01,2457.31,2448.7,2341.58,2360.73,2373.21,2381.37,2389.14,2402.85,2395.57,2393.24,2393.24
Norway,40059.98,40560.45,40506.86,41976.92,44392.13,46718.31,48441.39,49060.56,48672.73,48975.46,49735.18,51032.05,52552.49,53726.81,56121.79,58152.71,60767.45,63624.5,64895.89,65747.41,67416.23,68467.56,69084.34,69305.44,71631.2,73011.75,74162.7,75595.54,75013.89,72794.18,72396.24,72161.52,73141.87,72961.31,73499.23,74083.06,74059.63,75002.68,75236.49,75418.26,73402.84,75728.13,77527.27,77978.3,78557.91,79552.71,80462.76,81421.6,82391.87
Oman,9270.79,10295.1,10925.85,12162.11,13588.91,14880.71,14620.4,13615.61,13917.4,15005.57,14463.25,14752.37,15388.13,15709.92,15829.91,16140.71,16170.44,16690.31,16696.27,16271.43,16754.05,17118.49,16571.8,15801.71,15692.35,15777.38,16314.54,16724.04,17755.5,18479.8,18988.39,18404.59,19717.09,20161.94,20294.49,20809.73,21396.98,21039.38,20984.65,20675.87,19591.39,19814.93,20287.08,20120.85,20109.96,19832.47,19705.4,19589.03,19473.35
Pakistan,635.06,642,662.13,687.82,706.1,740.54,759.19,785.6,821.97,839.6,853.03,872.05,922.09,922.32,935.63,958.46,978.32,963.64,964.4,975.29,987.11,990.34,988.01,1021.15,1075.46,1121.15,1160.77,1188.46,1181.84,1189.21,1180.23,1184.97,1199.57,1224.32,1253.71,1285.5,1329.4,1374.9,1424.38,1408.5,1362.22,1421.66,1456.5,1423.99,1453.21,1506.45,1549.65,1592.27,1636.11
Panama,5661.14,6060.71,6257.74,5858.1,5895.9,6061.26,6151.12,5920.53,5028.24,5007.74,5308.74,5696.17,6043.32,6249.67,6305.22,6292.95,6423.99,6704.71,7059.19,7205.46,7269.09,7180.15,7215.23,7395.1,7821.83,8249.18,8819.12,9718.85,10511.06,10480.85,10928.4,11989.8,12976.34,13679.75,14177.6,14791.18,15321.83,15976.16,16361.48,16649.54,13431.6,15270.64,16656.79,16963.74,17195.34,17460.75,17767.89,18083.3,18422.47
Papua New Guinea,2225.04,2165.11,2119.11,2132.79,2071.67,2099.81,2142.08,2144.66,2149.75,2063.83,1948.97,2078.45,2303.27,2649.82,2732.11,2570.94,2696.11,2522.52,2363.98,2345.45,2228.26,2169.36,2112.38,2105.88,2111.99,2194.01,2260.44,2383.34,2325.14,2431.2,2622.82,2599.12,2667.34,2716.93,3028.02,3255.72,3329.16,3386.54,3303.29,3430.43,3241.35,3166.38,3212.84,3239.39,3305.54,3329.23,3347.98,3367.63,3387.42
Paraguay,3458.51,3683.64,3536.93,3335.83,3333.98,3386.07,3453.03,3608.72,3712.69,3856.22,3900.58,3923.05,3878.74,3958.81,4056.98,4218.84,4173.44,4242.34,4148.05,4005.61,3835.86,3731.45,3662.03,3752.47,3837.98,3855.45,3977.07,4129.23,4327.95,4256.62,4667.93,4803.57,4717.42,5051.45,5233.31,5331.36,5496.84,5701.95,5824.07,5754.3,5640.88,5799.92,5738.2,5926.03,6093.15,6257.56,6445.18,6636.62,6827.18
Peru,3811.9,3919.41,3823.15,3350.42,3397.4,3394.34,3635.67,3904.71,3461.13,2970.84,2763.41,2765.67,2693.69,2776.77,3057.23,3223.31,3255.8,3409.71,3343.99,3345.16,3388.4,3364.3,3502.53,3603.59,3737.61,3927.25,4176.24,4483.43,4841.15,4843.04,5192.1,5463.81,5740.28,6015.2,6097.49,6234.37,6418.42,6517.49,6713.09,6794.04,5959.86,6727.96,6874.29,6962.62,7142.02,7331.74,7546.42,7771.46,7995.27
Philippines,1886.63,1904,1924.76,1914.24,1731.48,1565.23,1578.7,1607.56,1677.07,1740.34,1751.38,1702.93,1673.97,1674.53,1710.85,1750.48,1809.86,1861.23,1811.27,1827.92,1867.8,1882.2,1910.79,1967,2052.93,2111.06,2179.9,2277.49,2332.34,2325.67,2454.69,2507.89,2638.72,2771.59,2899.58,3034.17,3199.59,3367.84,3526.08,3682.02,3269.82,3380.55,3581.91,3732.22,3893.65,4052.5,4204.4,4345.24,4486.65
Poland,5629.42,5022.37,4739.99,4956.64,5189.02,5331.31,5515.32,5588.07,5799.63,5793.12,5104.14,4729.45,4833.56,5001.6,5255.32,5613.04,5948.5,6328.63,6618.31,6926.12,7244.06,7336.46,7489.66,7761.84,8165.77,8454.88,8980.63,9613.56,10017.41,10291.51,10654.81,11184.92,11364.61,11526.68,11917.03,12384.71,12777.06,13424.93,14164.18,14777.15,14504.34,15524.87,16408.88,16578.95,17144.84,17870,18576.21,19247.64,19885.37
Portugal,10799.9,10894.12,11115.95,11082.55,10859.74,11151.31,11601.1,12331.61,13248.02,14097.68,14655.28,15301.13,15454.33,15077.57,15132.18,15720.91,16216.43,16835.91,17527.32,18097.2,18657.82,18888.46,18931.54,18683.31,18969.77,19082.9,19358.3,19789.31,19808.54,19171.97,19496.23,19193.51,18488.96,18418.34,18665.03,19079.01,19525.34,20269.05,20860.79,21369.14,19645.57,20775.96,22220.79,22828.89,23296.65,24070.03,24596.49,25088.91,25540.96
Puerto Rico,16310.62,16348.51,15897.54,15351.85,16096.94,16438.17,17098.64,17921.43,18810.02,19454.07,18734.15,19030.27,19770.8,20515.55,21176.7,21936.45,22193.61,23061.37,24197.35,25374.14,26132,27722.17,27939.95,27937.14,30374.8,29813.99,29518.28,29346.14,28974.2,28563.62,28592.12,28815.32,29166.64,29455.75,29561.18,29766.7,29919.45,29571.32,28679.93,29503.89,28714.39,29275.69,30692.83,31662.49,32544.6,33585.07,34745.97,35940.48,37103.36
Qatar,,,,,,,,,,,42716.25,40584.19,43728.6,41757.34,41022.88,40749.48,41306.44,51470.67,54215.41,53682.34,54513.29,53978.39,55227.32,54770.1,58192.45,53092.36,58171.1,60605.62,63782.29,64553.72,70424,74239.79,73644.29,73471.84,73490.89,73691.72,73147.17,72495.49,72035.35,70605.75,66981.93,67147.23,69598.31,70812.9,72584.46,74922.18,78330.66,81529.42,84455.7
Republic of Congo,1445.68,1653.45,1987.28,2045.71,2128.31,2045.11,1851.84,1803.44,1783.68,1778.37,1745.4,1736.21,1731.13,1663.24,1525.48,1542.8,1566.52,1523.92,1546.08,1467.56,1519.42,1519.46,1555.13,1523.04,1517.74,1569.39,1595.67,1506.22,1538.41,1591,1659,1660.29,1680.86,1706.72,1787.9,1799.46,1713.99,1648.4,1639.26,1589.15,1456.68,1391.86,1407.1,1415.82,1445.48,1447.62,1452.69,1458.37,1464.08
Romania,4853.89,4831.72,4999.79,5290.14,5594.41,5572.2,5682.6,5708.14,5659.18,5312.23,5045.23,4401.25,4020.41,4087.48,4254.31,4528.59,4719.06,4503.12,4420.8,4411.02,4525.42,4768.33,5051.47,5183.89,5739.15,6020.72,6517.82,7003.32,7670.89,7263.79,6997.11,7155.39,7322.75,7600.3,7881.45,8210.59,8631.3,9275.21,9719.69,10151.94,9937.51,10656.96,11269,11659.88,12116.19,12629.52,13120.33,13609.7,14089.4
Russia,6027.29,6307.71,6745.38,7007.79,7237.42,7287.12,7481.42,7586.6,7961.98,8126.2,7849.33,7436.79,6349.92,5797.74,5064.44,4850.15,4673.08,4745.64,4500.75,4803.58,5307.11,5605.22,5901.1,6366.55,6859.88,7333.56,7967.37,8662.47,9115.99,8400.92,8774.93,9152.34,9521.16,9689.47,9762.88,9573.41,9596.56,9779.3,10037.52,10185.53,9931.24,10508.52,10312.68,10278.8,10453.94,10643.02,10795.97,10969.23,11156.27
Rwanda,434.34,443.28,436.6,447.39,415.1,421.24,430.48,415.04,417.88,403.18,382.11,363.77,375.68,330.76,210.08,323.34,302.96,295.49,308.08,317.79,341.79,365.51,405.48,407.18,428.22,458.77,490.39,514.64,557.94,580.35,609.25,639.86,674.98,685.54,707.08,754.38,783.81,794.77,842.66,901.68,854.19,929.98,988.62,1030.2,1089.36,1155.21,1215.94,1279.37,1346.11
Samoa,2774.55,2493.86,2550.17,2562.41,2595.31,2695.8,2842.04,2851.57,2803.13,2896.54,2756.03,2678.53,2655.21,2742.11,2650.64,2804.03,2979.87,2973.28,3012.26,3052.55,3236.81,3430.74,3546.99,3673.19,3807.67,3928.98,3968.45,4181.11,4188.83,3958.3,3954.4,4094.69,3903.85,3864.51,3844.87,3985.92,4281.99,4300.29,4182.2,4301.68,3845.45,3735.35,3713.39,4010.74,4108.3,4202.74,4276.69,4348.89,4417.98
São Tomé and Principe,1630.61,1426.46,1443.71,1361.51,1254.56,1343.99,1239.92,1178.65,1176.8,1187.54,1170.78,1158.22,1144.07,1138.3,1144.1,1146.61,1142.3,1131.36,1136.32,1140.49,1121,1096.99,1098.03,1143.97,1161.1,1215.49,1296.65,1309.3,1385.65,1388.86,1450.3,1482.89,1498.84,1540.39,1610.16,1640.5,1678.36,1713.37,1729.66,1742.73,1768.8,1773.53,1771.73,1791.33,1824.05,1859.77,1896.38,1933.78,1971.93
Saudi Arabia,34215.25,32806.53,24545.51,19461.83,17591.08,15007.31,16722.2,14949.42,16228.31,15538.5,17641.44,19984.18,19861.45,18964.15,18484.35,17979.38,17934.52,17642.89,17683.04,16596.53,17112.64,16518.95,15707.72,17122.1,18139.81,18822.08,18829.56,18484.94,18952.15,17929.72,18208.94,19454.4,20017.57,20101.68,20404.13,20829.8,20792.63,20280.85,20428.38,20160.76,18973.49,19400.13,20756.01,21034.51,21198.71,21564.87,21435.55,21435.55,21604.5
Senegal,980.43,1004.51,1056.06,974.6,985.37,991.44,995.56,1028.28,994.87,1003.28,966.62,964.25,950.4,938.36,914.63,939.31,934.04,939.72,970.12,1007.65,1016.11,1035.65,1015.65,1055.2,1087.52,1118.37,1115.74,1140.2,1155.62,1149.37,1159.87,1146.95,1175.36,1178.47,1225.5,1271.82,1320.14,1384.38,1438.29,1479.2,1458.65,1506.61,1536.93,1619.7,1742.66,1784.15,1829.37,1872.29,1910.72
Serbia,3961.57,4046.39,4136.04,4227.91,4322.17,4419.27,4520.79,4627.1,4737.81,6919.13,5685.79,5045.03,3644.05,2537.13,2604.77,2756.3,2922.69,3139.04,3251.73,2944.57,3155.05,3397.08,3615.77,3778.97,4127.08,4367.15,4606.24,4921.95,5223.61,5104.7,5166.17,5296.09,5284.54,5462.62,5400.58,5521.76,5732.46,5877.63,6164.95,6453.75,6438.46,6985.49,7203.58,7355.99,7591.88,7922.88,8320.81,8722.62,9135.06
Seychelles,6769.35,6142.07,6018.81,5865.26,6069.66,6677.07,6600.13,6828.2,7120.25,7825.02,8279.47,8407.21,8903.41,9349.77,9173.12,9000.5,9345.44,10368.68,11128,11196.6,11219.55,10825.92,10828.64,10076.37,9680.49,10437.06,11295.98,12341.61,11952.11,11700.97,12276.5,13118.85,13160.89,13826.68,14322.78,14903.12,15456.67,16004.12,16475.98,17122.63,15529.22,15786.04,16816.02,17643.68,18347.31,19085.03,19795.67,20485.08,21178.79
Sierra Leone,656.6,662.19,679.85,651.78,664.05,615.1,608.85,638.02,579.07,569.47,565.71,564.76,466.93,490.28,495.44,467.14,484.18,461.21,471.88,463.8,485.11,427.99,510.34,535.52,553.92,565.86,576.35,610.04,629.57,635.83,655.32,681.38,767.33,905.38,925.04,717.58,743.36,756.58,764.26,787.32,751.21,761.84,770.26,777.19,793.2,809.21,824.99,840.33,855.97
Singapore,13944.1,14712,15064.64,16125.97,17198.27,17050.13,17278.01,18838.92,20415.08,21816.18,23256.23,23985.73,24761.49,26743.65,28820.45,30007.58,31354.79,33050.88,31500.36,32492.07,34572.43,33332.09,33732.97,34384.28,36857.4,38646.04,41162.56,43867.86,43702.29,42840.38,48068.54,50075.74,51267.27,52695.88,53718.4,54278.91,54999.85,56764.84,58110.61,57951.23,55146.27,59465.14,61050.11,61570.78,62853.25,64016.62,65250.36,66545.01,67865.34
Slovakia,7143.37,7294.19,7468.61,7649.09,7840.68,8066.78,8358.3,8519.04,8644.7,8713.39,8037.7,6841.61,6652.16,6752.3,7142.22,7536.55,8018.12,8477.76,8811.5,8793.19,8888.22,9173.46,9585.88,10111.88,10642.48,11343,12303.49,13630.46,14379.75,13582.62,14344.33,14735.56,14999.26,15092.7,15502.3,16245.5,16588.08,17093.81,17762.85,18194.76,17589.52,18132.19,18451.11,18526.91,19018.37,19800.93,20407.98,21001,21569.16
Slovenia,8779.68,9020.44,9189.52,9386.47,9585.65,9790.19,9999.42,10235.89,10466.91,10711.78,13654.88,12388.13,11712.86,12041.59,12676.07,13184.9,13576.01,14231.92,14704.53,15497.57,16053.98,16553.24,17122.36,17620.7,18376.87,19041.26,20071.93,21354.41,21901.99,20069.64,20252.35,20385.12,19806.14,19576.13,20098.59,20527.59,21155.78,22167.79,23073.45,23633.19,22470.5,24334.79,25733.6,26044.38,26651.65,27255.97,27894.53,28536.74,29223
Solomon Islands,2048.29,1943.76,1848.57,1857.28,1799.3,1685.86,1627.24,1707.43,1673.66,1689.57,1672.3,1717.42,1875.56,1890.47,2001.79,2101.58,2072.22,1982.89,1960.4,1896,1580.47,1414.66,1338.08,1387.42,1417.67,1456.61,1519.09,1590.6,1663.07,1547.4,1615.21,1787.77,1828.64,1843.87,1846.29,1854.95,1876.83,1909,1945.54,1961.4,1861.19,1822.17,1712.91,1732.81,1748.94,1771.52,1793.83,1815.01,1836.45
South Africa,4980.11,5087.58,4909.98,4668.8,4753.42,4548.81,4439.56,4425.6,4504.6,4508.18,4395.24,4259.27,4087.24,4054.03,4114.98,4189.38,4315.71,4373.94,4336.76,4384.35,4511.36,4575.1,4680.43,4749.91,4896.25,5083.32,5298.49,5510.73,5612.37,5454.51,5571.71,5717.69,5792.45,5878.51,5921.38,5917.41,5872.63,5897.31,5886.23,5838.74,5415.8,5627.67,5688.89,5667.08,5719.88,5809.83,5886.52,5974.12,6063.02
Spain,14722.67,14600.95,14692.45,14873.87,15068.81,15349.8,15778.47,16579.55,17346.91,18109.75,18729.48,19152.48,19285.97,19045.98,19465.41,19973.58,20476.22,21188.26,22042.36,22914.68,23916.21,24579.54,24891.38,25220.88,25597.71,26105.03,26731.15,27217,27040.55,25806.61,25731.56,25386.18,24483.97,23965.66,24110.33,24822.75,25355.41,26062.46,26658.53,27178.58,23983,25273.59,26617.38,27144.12,27493.3,28042.63,28642.35,29157.4,29623.45
Sri Lanka,957,994.41,1022.3,1063.12,1111.85,1157.65,1191.32,1195.68,1210.92,1223.38,1288.23,1336.26,1378.87,1453.25,1512.09,1574.6,1615.55,1698.76,1759.19,1813.07,1896.79,1845.97,1897.9,1987.18,2071.75,2182.51,2325.8,2460.08,2582.54,2650.66,2835.35,3044.76,3292.65,3373.94,3510.41,3654.94,3787.74,3892.49,3991.11,4053.23,3839.7,3948.97,3617.5,3744.77,4012.62,4166.89,4318.11,4472.79,4628.56
St. Kitts Nevis,5668.51,5767.69,5813.94,5902.64,6447.17,7023.96,7823.38,8385.21,9220.92,9789.97,10330.82,10199.68,10600.53,11181.63,11623.51,12100.69,12675.49,13391.69,13164.95,13431,14657.63,15288.86,15499.67,14821.68,15296.58,16648.26,16669.15,16639.33,17511.35,16661.15,16421.09,16582.99,16081.93,16812.5,17729.23,17774.87,18140.26,17651.21,18037.22,18360.64,15587.44,15350.39,16423.37,17043.28,17540.23,17958.35,18388.17,18827.29,19276.89
St. Lucia,4424.02,4645.61,4682.82,4849.12,5127.83,5472.79,6180.41,6352.74,7165.52,7751.62,8452.54,8386.15,8936.18,8874.93,8901.97,8942.53,9099.78,8943.48,9423.44,9605.65,9535.86,9145.37,9130.41,9476.4,10122.98,10035.7,10606.42,10735.13,11216.32,10852.64,10981.82,11538.46,11471.31,11066.02,11220.59,11030.12,11432.08,11792.33,12064.66,12234.78,9225.58,10323.04,11927.58,12586.44,12947.13,13246.44,13485.73,13741.45,14002.02
St. Vincent Grenadines,2500.12,2587.52,2669,2691.26,2838.19,2985.7,3125.54,3117.45,3534.66,3563.81,3689.72,3711.68,3938.82,4094.46,4037.6,4347.18,4404.11,4565.26,4760.86,4902.86,4995.1,5092.56,5431.81,5870.3,6137.43,6314.38,6824.63,7078.06,7215.49,7088.63,6874.38,6868.49,6985.75,7135.64,7243.47,7360.64,7520.6,7614.45,7796.9,7840.24,7423.26,7495.7,7856.42,8318.85,8710.92,9013.47,9256.49,9497.4,9744.58
Sudan,1071.36,1116.72,1147.98,1133.31,1036.8,935.8,950.05,1045.09,1003.18,1052.43,958.13,992.07,1018.29,1029.35,1016.32,1053.04,1090.27,1178.36,1201.48,1210.91,1258.78,1310.45,1363.3,1435.7,1457.9,1531.84,1648.08,1796.63,1891.97,1897.7,1846.02,1878.58,1813.51,1851.23,1851.31,1885.75,1917.58,1939.59,1837.74,1741.25,1633.62,1561.21,1509.72,1398.12,1349.32,1354.89,1353.29,1345.38,1337.51
Suriname,7039.42,7391.28,6907.87,6482.11,6229.47,6234.17,6194.91,5756.6,6144.73,6325.05,5994.68,6135.32,6129.82,5699.57,5864.65,5800.5,5784.98,6024.29,6056.15,5862.47,5878.57,6024.02,6087.46,6363.29,6796.04,6992.69,7278.5,7517.92,7697.92,7807.59,8094.81,8455.23,8574.23,8721.6,8645.28,8259.31,7717.56,7772.81,7896.15,7758.43,6444.29,6192.23,6250.13,6324.57,6404.4,6506.52,6625.84,6750.49,6884.16
Swaziland/Eswatini,1244.48,1381.9,1358.11,1328.11,1361.4,1363.51,1473.85,1628.02,1655.55,1794.55,2169.65,2111.7,2099.63,2104.08,2146.66,2237.02,2266.63,2307.34,2364.32,2433.71,2412.67,2442.78,2554.41,2658.02,2758.69,2928.45,3109.45,3255.4,3288.01,3338.86,3457.99,3519.24,3681.03,3789.14,3789.84,3843.48,3858.6,3903,3961.23,3972.96,3868.38,4140.96,4138.4,4214.88,4287.62,4368.43,4449.98,4534.02,4615.15
Sweden,28655.17,28750.87,29093.17,29632.72,30835.72,31450.18,32189.77,33121.88,33777.22,34442.39,34401.57,33743.31,33158.21,32286.59,33319.08,34449.27,34936.93,35987.89,37518.27,39080.55,40876.44,41357.92,42129.39,42942.61,44629.62,45722.06,47585.93,48860.52,48264.06,45778.3,48092.05,49257.4,48610.4,48809.83,49713.29,51532.71,52179.24,53102.62,53719.23,53944.79,52328.79,54768,55975.92,55126.64,55369.71,56106.43,56902.01,57694.68,58440.98
Switzerland,58248.73,58805.12,57646.41,57715,59184.88,61034.32,61791.34,62323.47,63839.68,66011.48,67699.86,66289.71,65545.8,64875.58,65173.76,65092.05,65219.93,66622.13,68472.57,69388.27,71775.55,72369.84,72128.11,71806,73473.12,75447.85,78137.99,80801.21,81658.75,78990.75,80560.19,81086.48,81122.88,81896.72,83220.94,83704.32,84548.14,85480.71,87237.95,87460.49,84707.32,87708.04,88999.2,89037.46,89534.05,89992.73,90554.25,91094.33,91637.64
Syria,1300.17,1377.16,1354.81,1324.07,1224.11,1252.15,1147.58,1127.89,1232.93,1084.47,1086.63,1133.23,1249.32,1278.16,1339.18,1379.05,1441.74,1439.62,1509.79,1418.92,1395.26,1431.86,1482.13,1465.9,1532.91,1586,1594.77,1583.58,1597.44,1667.28,1712.99,1732.69,1284.65,1011.41,928.68,919.97,910.53,905.43,911.16,1029.23,948.15,929.15,904.59,869.08,851.79,867.19,887.2,906.41,925.15
Taiwan,4163.58,4378.86,4508.69,4837.32,5245.37,5425.46,5982.96,6673.78,7130.24,7665.32,7914.74,8487.83,9106.48,9634.38,10255.51,10820.82,11399.61,11988.41,12380.42,13109.77,13826.53,13537.04,14202.44,14737.14,15702.49,16488.74,17371.66,18487.1,18571.88,18210.47,20022.84,20715.77,21120.68,21585.06,22545.44,22821.98,23266.75,23996.15,24631.32,25286.96,26132.91,27828.13,28500.1,28818.38,29752.13,30416.1,31020.69,31641.1,32273.92
Tajikistan,1586.52,1576.55,1565.57,1553.41,1539.84,1361.09,1364.9,1307.18,1446.91,1315.4,1276.75,1156.52,807.27,669.2,521.23,450.58,369.73,369.51,381.41,387.28,411.52,443.16,482.59,525.89,569.96,596.56,626.72,662.71,701.72,715.42,747.99,788.63,832.26,877.84,920.25,958.82,1007.62,1066.91,1126.81,1187.31,1222.19,1315.26,1400.47,1459.5,1503.18,1537.89,1570.65,1603.24,1634.92
Tanzania,564.08,545.62,533.65,506.4,508.87,517.43,512.39,521.56,526.8,531.67,553.83,549.81,537.5,526.44,514.84,516.63,529,534.99,539.09,549.09,556.52,573.09,595.68,616.53,643.72,672.01,695.45,721.23,740.82,759.45,785.81,821.92,834.71,866.4,899.07,928.16,964.74,998.49,1021.83,1050.1,1069.77,1091.34,1111.13,1133.8,1163.9,1195.77,1229.51,1265.43,1302.4
Thailand,1438.73,1492.35,1541.05,1596.13,1657.23,1704.19,1768.46,1905.13,2123.76,2345.51,2567.8,2750.72,2934.29,3135.86,3344.35,3571.45,3728.86,3586.51,3278.19,3396.93,3520.64,3613.59,3806.37,4051.47,4279.6,4433,4627.78,4853.93,4913.25,4857.22,5200.33,5223.14,5579.93,5708.52,5743.93,5903.46,6085.81,6309.24,6547.51,6680.66,6250.13,6332.54,6481.22,6690.27,6925.73,7166.32,7410.49,7654.79,7899.5
Togo,687.78,641.98,597.65,545.75,556.19,566.89,556.11,539.76,555.86,558.81,538.93,517.72,481.25,410.7,468.74,478.95,497.68,548.03,519.22,517.05,498.67,488.8,493.72,512.62,493.66,459.4,459.44,440.74,445.52,456.64,471.09,487.56,505.35,521.76,537.83,553.59,568.95,578.54,591.21,606.67,601.72,617.56,634.88,657.85,683.8,713.16,743.52,769.66,797.5
Tonga,2411.99,2472.71,2574.66,2610.41,2645.29,2801.22,2845.13,2916.09,2850.57,2853.07,2787.58,2959.18,2959.36,3062.51,3206.54,3318.09,3311.59,3292.12,3357.56,3463.58,3555.87,3659.43,3760.07,3815.39,3779.26,3817.01,3765.05,3589.68,3684.22,3754.01,3875.99,3973.26,3999.94,3868.71,3944.51,4088.58,4226.28,4342.18,4358.94,4164.42,4192.19,4089.24,4017.44,4145.58,4312.57,4436.03,4532.8,4632.92,4730.6
Trinidad and Tobago,9015.53,9280.71,9466.89,8337.72,7718.82,7275.43,6924.49,6518.72,6195.48,6095.91,6153.26,6318.61,6939.21,6883.95,7128.8,7405.86,7945.9,8559.3,9273.21,10041.39,10758.84,11231.75,12154.41,13947.89,15094.39,16065.79,18219.16,19112.4,19784.53,18936.71,19586.12,19547.33,19813.69,20274.49,20110.96,20503.64,19242.3,18821.17,18803.87,18838.13,17448.77,17236.66,18004.22,18466.5,18794.4,19108.29,19451.73,19801.86,20158.29
